[09:22:36]===============================================================
[09:22:36]     START MEASURE :: 아이스 아메리카노
[12:21:54]     START MEASURE :: 아이스 바닐라라떼
[12:21:54]---------------------------------------------------------------
[12:21:54]  START CUP           : 0.22 sec
[12:21:57]  READY CUP           : 3.53 sec
[12:22:00]  DISPENSE CUP        : 2.79 sec
[12:22:02]  START ICE           : 2.21 sec
[12:22:05]  READY ICE           : 2.19 sec
[12:22:08]  DISPENSE ICE        : 3.01 sec
[12:22:08]  START SYRUP         : 0.20 sec
[12:22:11]  READY SYRUP         : 3.19 sec
[12:22:12]  DISPENSE SYRUP         : 1.42 sec
[12:22:13]  START COFFEE         : 0.19 sec
[12:22:48]  DISPENSE COFFEE         : 35.81 sec
[12:22:49]  START OUTLET         : 0.18 sec
[12:22:55]  READY OUTLET         : 6.82 sec
[12:23:00]  DISPENSE OUTLET         : 4.26 sec
[12:23:00]     STOP MEASURE :: 아이스 바닐라라떼
[12:23:00]     TAKT TIME :: 66.00 sec
[12:23:00]===============================================================



[12:23:00]===============================================================
[12:23:00]     START MEASURE :: 아메리카노
[12:23:00]---------------------------------------------------------------
[12:23:00]  START CUP           : 0.20 sec
[12:23:03]  READY CUP           : 2.80 sec
[12:23:06]  DISPENSE CUP        : 2.88 sec
[12:23:08]  START COFFEE         : 1.73 sec
[12:23:09]  READY COFFEE         : 1.80 sec
[12:24:03]  DISPENSE COFFEE         : 54.00 sec
[12:24:04]  START OUTLET         : 0.18 sec
[12:24:09]  READY OUTLET         : 5.48 sec
[12:24:13]  DISPENSE OUTLET         : 3.59 sec
[12:24:13]     STOP MEASURE :: 아메리카노
[12:24:13]     TAKT TIME :: 72.66 sec
[12:24:13]===============================================================



[12:24:13]===============================================================
[12:24:13]     START MEASURE :: 카페라떼
[12:24:13]---------------------------------------------------------------
[12:24:13]  START CUP           : 0.20 sec
[12:24:17]  READY CUP           : 3.47 sec
[12:24:19]  DISPENSE CUP        : 2.74 sec
[12:24:21]  START COFFEE         : 2.05 sec
[12:24:58]  DISPENSE COFFEE         : 36.14 sec
[12:24:58]  START OUTLET         : 0.20 sec
[12:25:05]  READY OUTLET         : 6.79 sec
[12:25:09]  DISPENSE OUTLET         : 4.30 sec
[12:25:09]     STOP MEASURE :: 카페라떼
[12:25:09]     TAKT TIME :: 55.88 sec
[12:25:09]===============================================================



[12:25:09]===============================================================
[12:25:09]     START MEASURE :: 아이스 아메리카노
[12:25:09]---------------------------------------------------------------
[12:25:09]  START CUP           : 0.18 sec
[12:25:12]  READY CUP           : 2.83 sec
[12:25:15]  DISPENSE CUP        : 2.99 sec
[12:25:17]  START ICE           : 1.67 sec
[12:25:19]  READY ICE           : 2.13 sec
[12:25:23]  DISPENSE ICE        : 4.47 sec
[12:25:24]  START COFFEE         : 0.19 sec
[12:25:58]  DISPENSE COFFEE         : 34.74 sec
[12:25:59]  START OUTLET         : 0.19 sec
[12:26:06]  READY OUTLET         : 7.28 sec
[12:26:09]  DISPENSE OUTLET         : 3.59 sec
[12:26:09]     STOP MEASURE :: 아이스 아메리카노
[12:26:09]     TAKT TIME :: 60.27 sec
[12:26:09]===============================================================



[12:26:14]===============================================================
[12:26:14]     START MEASURE :: 아이스 아메리카노
[12:26:14]---------------------------------------------------------------
[12:26:14]  START CUP           : 0.20 sec
[12:26:18]  READY CUP           : 3.54 sec
[12:26:20]  DISPENSE CUP        : 2.81 sec
[12:26:22]  START ICE           : 2.06 sec
[12:26:25]  READY ICE           : 2.14 sec
[12:26:29]  DISPENSE ICE        : 4.47 sec
[12:26:29]  START COFFEE         : 0.20 sec
[12:27:06]  DISPENSE COFFEE         : 37.14 sec
[12:27:07]  START OUTLET         : 0.19 sec
[12:27:13]  READY OUTLET         : 6.81 sec
[12:27:18]  DISPENSE OUTLET         : 4.26 sec
[12:27:18]     STOP MEASURE :: 아이스 아메리카노
[12:27:18]     TAKT TIME :: 63.80 sec
[12:27:18]===============================================================



[12:27:18]===============================================================
[12:27:18]     START MEASURE :: 아이스 아메리카노
[12:27:18]---------------------------------------------------------------
[12:27:18]  START CUP           : 0.19 sec
[12:27:21]  READY CUP           : 2.80 sec
[12:27:24]  DISPENSE CUP        : 3.00 sec
[12:27:26]  START ICE           : 1.66 sec
[12:27:28]  READY ICE           : 2.12 sec
[12:27:32]  DISPENSE ICE        : 4.62 sec
[12:27:33]  START COFFEE         : 0.19 sec
[12:28:10]  DISPENSE COFFEE         : 37.81 sec
[12:28:11]  START OUTLET         : 0.19 sec
[12:28:18]  READY OUTLET         : 7.27 sec
[12:28:21]  DISPENSE OUTLET         : 3.59 sec
[12:28:21]     STOP MEASURE :: 아이스 아메리카노
[12:28:21]     TAKT TIME :: 63.46 sec
[12:28:21]===============================================================



[12:43:45]===============================================================
[12:43:45]     START MEASURE :: 아이스 아메리카노
[12:43:45]---------------------------------------------------------------
[12:43:45]  START CUP           : 0.20 sec
[12:43:49]  READY CUP           : 3.54 sec
[12:43:52]  DISPENSE CUP        : 2.80 sec
[12:43:54]  START ICE           : 2.07 sec
[12:43:56]  READY ICE           : 2.13 sec
[12:44:01]  DISPENSE ICE        : 4.60 sec
[12:44:01]  START COFFEE         : 0.20 sec
[12:44:33]  DISPENSE COFFEE         : 32.60 sec
[12:44:34]  START OUTLET         : 0.20 sec
[12:44:39]  READY OUTLET         : 5.80 sec
[12:44:44]  DISPENSE OUTLET         : 4.26 sec
[12:44:44]     STOP MEASURE :: 아이스 아메리카노
[12:44:44]     TAKT TIME :: 58.40 sec
[12:44:44]===============================================================



[12:44:48]===============================================================
[12:44:48]     START MEASURE :: 자몽에이드
[12:44:48]---------------------------------------------------------------
[12:44:48]  START CUP           : 0.20 sec
[12:44:51]  READY CUP           : 2.80 sec
[12:44:53]  DISPENSE CUP        : 2.80 sec
[12:44:55]  START ICE           : 1.80 sec
[12:44:57]  READY ICE           : 2.13 sec
[12:45:01]  DISPENSE ICE        : 3.59 sec
[12:45:01]  START SYRUP         : 0.21 sec
[12:45:04]  READY SYRUP         : 3.21 sec
[12:45:05]  DISPENSE SYRUP         : 0.86 sec
[12:45:05]  START SYRUP         : 0.20 sec
[12:45:06]  READY SYRUP         : 0.53 sec
[12:45:08]  DISPENSE SYRUP         : 1.81 sec
[12:45:08]  START OUTLET         : 0.20 sec
[12:45:18]  READY OUTLET         : 9.60 sec
[12:45:21]  DISPENSE OUTLET         : 3.60 sec
[12:45:21]     STOP MEASURE :: 자몽에이드
[12:45:21]     TAKT TIME :: 33.54 sec
[12:45:21]===============================================================



[13:02:12]===============================================================
[13:02:12]     START MEASURE :: 아이스 아메리카노
[13:02:12]---------------------------------------------------------------
[13:02:12]  START CUP           : 0.21 sec
[13:02:16]  READY CUP           : 3.48 sec
[13:02:18]  DISPENSE CUP        : 2.74 sec
[13:02:20]  START ICE           : 2.05 sec
[13:02:23]  READY ICE           : 2.14 sec
[13:02:27]  DISPENSE ICE        : 4.46 sec
[13:02:27]  START COFFEE         : 0.20 sec
[13:03:01]  DISPENSE COFFEE         : 34.14 sec
[13:03:02]  START OUTLET         : 0.21 sec
[13:03:08]  READY OUTLET         : 6.79 sec
[13:03:13]  DISPENSE OUTLET         : 4.40 sec
[13:03:13]     STOP MEASURE :: 아이스 아메리카노
[13:03:13]     TAKT TIME :: 60.82 sec
[13:03:13]===============================================================



[13:03:40]===============================================================
[13:03:40]     START MEASURE :: 아이스 아메리카노
[13:03:40]---------------------------------------------------------------
[13:03:40]  START CUP           : 0.20 sec
[13:03:43]  READY CUP           : 2.79 sec
[13:03:46]  DISPENSE CUP        : 2.87 sec
[13:03:48]  START ICE           : 1.80 sec
[13:03:50]  READY ICE           : 2.13 sec
[13:03:55]  DISPENSE ICE        : 4.60 sec
[13:03:55]  START COFFEE         : 0.20 sec
[13:04:30]  DISPENSE COFFEE         : 34.79 sec
[13:04:30]  START OUTLET         : 0.20 sec
[13:04:37]  READY OUTLET         : 7.20 sec
[13:04:41]  DISPENSE OUTLET         : 3.60 sec
[13:04:41]     STOP MEASURE :: 아이스 아메리카노
[13:04:41]     TAKT TIME :: 60.39 sec
[13:04:41]===============================================================



[13:10:06]===============================================================
[13:10:06]     START MEASURE :: 아이스 아메리카노
[13:10:06]---------------------------------------------------------------
[13:10:06]  START CUP           : 0.20 sec
[13:10:09]  READY CUP           : 3.46 sec
[13:10:12]  DISPENSE CUP        : 2.73 sec
[13:10:14]  START ICE           : 2.21 sec
[13:10:17]  READY ICE           : 2.19 sec
[13:10:21]  DISPENSE ICE        : 4.47 sec
[13:10:21]  START COFFEE         : 0.20 sec
[13:10:55]  DISPENSE COFFEE         : 33.33 sec
[13:10:55]  START OUTLET         : 0.20 sec
[13:11:02]  READY OUTLET         : 6.80 sec
[13:11:06]  DISPENSE OUTLET         : 4.27 sec
[13:11:06]     STOP MEASURE :: 아이스 아메리카노
[13:11:06]     TAKT TIME :: 60.07 sec
[13:11:06]===============================================================



[13:11:06]===============================================================
[13:11:06]     START MEASURE :: 아이스 아메리카노
[13:11:06]---------------------------------------------------------------
[13:11:06]  START CUP           : 0.20 sec
[13:11:09]  READY CUP           : 2.79 sec
[13:11:12]  DISPENSE CUP        : 2.86 sec
[13:11:14]  START ICE           : 1.81 sec
[13:11:16]  READY ICE           : 2.13 sec
[13:11:20]  DISPENSE ICE        : 4.46 sec
[13:11:21]  START COFFEE         : 0.20 sec
[13:11:54]  DISPENSE COFFEE         : 32.94 sec
[13:11:54]  START OUTLET         : 0.20 sec
[13:12:01]  READY OUTLET         : 7.20 sec
[13:12:05]  DISPENSE OUTLET         : 3.60 sec
[13:12:05]     STOP MEASURE :: 아이스 아메리카노
[13:12:05]     TAKT TIME :: 58.40 sec
[13:12:05]===============================================================



[13:14:36]===============================================================
[13:14:36]     START MEASURE :: 아이스 아메리카노
[13:14:36]---------------------------------------------------------------
[13:14:37]  START CUP           : 0.20 sec
[13:14:40]  READY CUP           : 3.53 sec
[13:14:43]  DISPENSE CUP        : 2.80 sec
[13:14:45]  START ICE           : 2.20 sec
[13:14:47]  READY ICE           : 2.20 sec
[13:14:52]  DISPENSE ICE        : 4.47 sec
[13:14:52]  START COFFEE         : 0.19 sec
[13:15:24]  DISPENSE COFFEE         : 32.32 sec
[13:15:25]  START OUTLET         : 0.22 sec
[13:15:31]  READY OUTLET         : 6.81 sec
[13:15:36]  DISPENSE OUTLET         : 4.26 sec
[13:15:36]     STOP MEASURE :: 아이스 아메리카노
[13:15:36]     TAKT TIME :: 59.20 sec
[13:15:36]===============================================================



[13:27:08]===============================================================
[13:27:08]     START MEASURE :: 레몬에이드
[13:27:08]---------------------------------------------------------------
[13:27:09]  START CUP           : 0.20 sec
[13:27:11]  READY CUP           : 2.80 sec
[13:27:14]  DISPENSE CUP        : 2.80 sec
[13:27:16]  START ICE           : 1.80 sec
[13:27:18]  READY ICE           : 2.13 sec
[13:27:22]  DISPENSE ICE        : 3.47 sec
[13:27:22]  START SYRUP         : 0.21 sec
[13:27:25]  READY SYRUP         : 3.19 sec
[13:27:26]  DISPENSE SYRUP         : 0.73 sec
[13:27:26]  START SYRUP         : 0.20 sec
[13:27:26]  READY SYRUP         : 0.46 sec
[13:27:29]  DISPENSE SYRUP         : 2.14 sec
[13:27:29]  START OUTLET         : 0.21 sec
[13:27:37]  READY OUTLET         : 8.60 sec
[13:27:41]  DISPENSE OUTLET         : 3.59 sec
[13:27:41]     STOP MEASURE :: 레몬에이드
[13:27:41]     TAKT TIME :: 32.54 sec
[13:27:41]===============================================================



[13:36:44]===============================================================
[13:36:44]     START MEASURE :: 아이스 아메리카노
[13:36:44]---------------------------------------------------------------
[13:36:44]  START CUP           : 0.20 sec
[13:36:48]  READY CUP           : 3.53 sec
[13:36:51]  DISPENSE CUP        : 2.80 sec
[13:36:53]  START ICE           : 2.20 sec
[13:36:55]  READY ICE           : 2.20 sec
[13:36:59]  DISPENSE ICE        : 4.46 sec
[13:37:00]  START COFFEE         : 0.20 sec
[13:37:32]  DISPENSE COFFEE         : 32.74 sec
[13:37:33]  START OUTLET         : 0.19 sec
[13:37:38]  READY OUTLET         : 5.81 sec
[13:37:43]  DISPENSE OUTLET         : 4.39 sec
[13:37:43]     STOP MEASURE :: 아이스 아메리카노
[13:37:43]     TAKT TIME :: 58.73 sec
[13:37:43]===============================================================



[13:38:51]===============================================================
[13:38:51]     START MEASURE :: 탄산수
[13:38:51]---------------------------------------------------------------
[13:38:51]  START CUP           : 0.20 sec
[13:38:54]  READY CUP           : 2.80 sec
[13:38:57]  DISPENSE CUP        : 3.00 sec
[13:38:58]  START ICE           : 1.67 sec
[13:39:00]  READY ICE           : 2.14 sec
[13:39:06]  DISPENSE ICE        : 5.46 sec
[13:39:06]  START SYRUP         : 0.20 sec
[13:39:09]  READY SYRUP         : 3.20 sec
[13:39:11]  DISPENSE SYRUP         : 1.94 sec
[13:39:11]  START OUTLET         : 0.21 sec
[13:39:21]  READY OUTLET         : 9.40 sec
[13:39:24]  DISPENSE OUTLET         : 3.60 sec
[13:39:24]     STOP MEASURE :: 탄산수
[13:39:24]     TAKT TIME :: 33.81 sec
[13:39:24]===============================================================



[13:39:25]===============================================================
[13:39:25]     START MEASURE :: 아이스 아메리카노
[13:39:25]---------------------------------------------------------------
[13:39:25]  START CUP           : 0.21 sec
[13:39:28]  READY CUP           : 3.53 sec
[13:39:31]  DISPENSE CUP        : 2.79 sec
[13:39:33]  START ICE           : 2.06 sec
[13:39:35]  READY ICE           : 2.14 sec
[13:39:40]  DISPENSE ICE        : 4.60 sec
[13:39:40]  START COFFEE         : 0.19 sec
[13:40:14]  DISPENSE COFFEE         : 33.40 sec
[13:40:14]  START OUTLET         : 0.20 sec
[13:40:20]  READY OUTLET         : 5.79 sec
[13:40:24]  DISPENSE OUTLET         : 4.30 sec
[13:40:24]     STOP MEASURE :: 아이스 아메리카노
[13:40:24]     TAKT TIME :: 59.22 sec
[13:40:24]===============================================================



[13:40:24]===============================================================
[13:40:24]     START MEASURE :: 아이스 카페라떼
[13:40:24]---------------------------------------------------------------
[13:40:24]  START CUP           : 0.21 sec
[13:40:27]  READY CUP           : 2.80 sec
[13:40:30]  DISPENSE CUP        : 2.86 sec
[13:40:32]  START ICE           : 1.80 sec
[13:40:34]  READY ICE           : 2.13 sec
[13:40:37]  DISPENSE ICE        : 3.47 sec
[13:40:38]  START COFFEE         : 0.20 sec
[13:41:12]  DISPENSE COFFEE         : 34.73 sec
[13:41:13]  START OUTLET         : 0.19 sec
[13:41:21]  READY OUTLET         : 8.22 sec
[13:41:24]  DISPENSE OUTLET         : 3.61 sec
